,category,clicks,likes,buys,4xx_errors,5xx_errors,complaints_count,average_dwelltime,source_attractiveness,date_of_registration
1230,ecom,10020257.0,5142086.0,5769544,353636,100972,26014,10.97115709545983,0.658064354979531,2022-08-22 20:32:39.608999608
8343,information_source,857286.0,185728.0,0,33337,0,,0.884703737524451,0.23050261335179872,2022-04-14 00:14:32.697478560
6318,ecom,1318658.0,135577.0,211997,20453,18941,3682,18.14504905346039,0.4716738180708316,2020-01-27 11:00:08.625940928
2104,information_source,525101.0,71338.0,0,15985,10488,2718,11.243537830635473,0.2955482062142836,2019-06-30 19:13:02.625596928
3011,ecom,136056.0,,0,172,0,826,22.27853694424314,0.018136707934934496,2024-09-01 23:41:55.655766571
3399,porn,792389.0,44408.0,0,69832,0,919,48.855080545632944,0.17754841230991156,2023-09-25 18:06:22.100493352
5662,news,2292725.0,66989.0,0,309641,0,3852,3.3099050047500853,0.18210936673410988,2022-09-04 05:59:55.514550872
8197,information_source,,14920.0,0,24826,0,,1.133669164782298,0.25528617393067504,2020-11-23 05:36:23.239089024
4010,information_source,2427568.0,0.0,0,0,78521,15152,0.8529537111637957,0.2106707724328872,2020-08-19 14:19:28.587297536
3531,ecom,3025848.0,31245.0,3025848,105241,20126,5880,15.692046801434751,0.8739291835296814,2022-08-11 05:50:21.998379304
6154,information_source,668780.0,67396.0,0,0,34246,7196,3.3126685825712587,0.026984348802798163,2024-01-02 04:00:11.046186616
206,information_source,291314.0,85046.0,0,20513,6834,3109,1.7914094948482007,0.3270911816173624,2020-03-13 07:38:51.197857024
6928,news,4237339.0,427028.0,0,446019,0,5718,7.834228493280484,0.3739151965228059,2017-10-12 12:09:41.205102912
9472,information_source,429083.0,0.0,0,15329,28653,,5.732598516646316,0.11878689631907356,2022-07-22 03:12:34.910656808
3956,social,13290.0,0.0,0,51,0,0,8.382749725658599,0.07514220983660196,2023-11-27 23:47:00.086265272
1945,information_source,436774.0,154544.0,0,50075,0,NaN,0.7231623726888127,0.19992388349267157,2023-03-31 06:24:45.163574240
8274,information_source,550160.0,264900.0,0,19836,0,1084,0.69925901162746,0.15158864833181565,2023-09-22 01:24:09.159904528
910,news,3237.0,0.0,0,0,0,0,5.716471462315683,-0.09860119073272398,2024-09-22 22:05:39.712324737
6378,information_source,182079.0,0.0,0,2146,10340,2381,6.801053170458317,0.10158220781153131,2023-01-14 20:25:20.896296016
6129,information_source,691568.0,,0,42887,0,968,16.59354887653987,0.10811580753981331,2023-12-13 17:47:57.323890084
2360,ecom,331841.0,0.0,248728,9252,0,0,0.6661744913469193,0.5180763941522125,2024-02-01 00:06:46.037725016
9069,social,1354043.0,0.0,0,23257,46515,8337,3.71591603354796,0.024262630220515197,2022-12-24 06:20:36.063057448
545,information_source,2680617.0,289030.0,0,215232,0,1570,1.9613245347929213,0.021303463299492335,2023-11-08 17:22:46.955431808
6081,social,1013044.0,416865.0,0,21310,23097,6353,10.591934094141225,0.16645160772190098,2022-06-20 13:27:40.279472368
8565,information_source,108549.0,11279.0,0,11937,7912,3425,6.4735190586231885,0.037115973147502486,2023-08-05 04:04:26.327630664
3233,information_source,,127864.0,0,2323,0,1930,3.0504141014740616,0.26792991031544744,2021-08-24 21:37:01.574095776
1833,ecom,4235636.0,2568998.0,0,39268,0,981,1.828218714061897,0.30542852131075127,2022-11-17 21:57:45.181493272
1407,ecom,4201997.0,2208509.0,0,107833,0,1292,8.19962528509669,0.3502358261236989,2021-10-14 19:37:42.614808992
4222,information_source,971577.0,208797.0,0,108130,0,1163,-1.0,0.2608560083046437,2022-07-13 03:17:14.513689800
8579,information_source,82320.0,,0,49,0,-,8.301053512872553,-0.003461917657357025,2024-09-24 10:00:22.055013688
3455,information_source,241451.0,13063.0,0,7693,3319,0,0.439281498280203,0.057661736345523795,2024-05-16 16:59:17.640570294
9418,information_source,1851552.0,326535.0,0,122464,0,1484,6.842125551617682,0.19474105427926788,2022-09-25 02:39:55.203952032
255,information_source,1029352.0,273059.0,0,34649,0,0,6.238167385968788,0.19829671838190405,2023-01-24 17:04:04.866204784
102,ecom,929705.0,110525.0,0,41847,0,0,9.66777184191637,0.17395544988223666,2022-09-03 17:06:45.972500928
2954,information_source,14322.0,163.0,0,171,23,921,9.64687512001462,-0.04977708997515437,2024-09-14 12:59:29.919577554
3023,information_source,8711499.0,1749904.0,0,1102202,0,8971,-1.0,0.1758141154410899,2022-09-12 09:59:04.929737008
2170,information_source,1563728.0,606871.0,0,94199,48841,10831,15.099374135515959,0.20415843307616416,2023-07-02 22:45:35.459847968
1054,information_source,62264.0,7440.0,0,3316,0,-,2.5266519403318495,0.19616305890747604,2023-01-05 01:44:24.836173464
2732,information_source,58648.0,931.0,0,425,0,0,3.0773401302618604,-0.036978657159962555,2024-09-16 13:47:13.472408097
5321,ecom,4318242.0,925055.0,0,186871,70375,16064,15.08872913634268,0.11875190800827486,2024-02-08 18:25:16.783667904
8995,news,374870.0,0.0,0,23621,20309,3906,0.09640755573656601,0.05835213003212031,2023-06-14 06:40:24.566778112
1813,information_source,2960069.0,0.0,0,364974,119742,28027,16.25860085376802,-0.006427559211224058,2023-06-08 00:07:44.256928352
7084,information_source,1756356.0,187003.0,0,157467,157741,,1.684047724117117,-0.03528009357612058,2023-08-28 16:59:32.658116648
3147,news,554302.0,50433.0,0,20879,41595,9802,0.8838760247338672,-0.029654420675691066,2024-05-30 11:28:19.422614874
3764,information_source,3526269.0,1322025.0,0,4610,68423,14187,10.046484466102337,0.18910674183435366,2023-09-11 14:07:52.008022832
9358,ecom,6637248.0,849848.0,3443657,0,0,764,16.326495062586197,0.5472797939675319,2023-05-28 19:17:05.383539480
3512,information_source,650432.0,138383.0,0,42616,0,674,8.80098083417476,0.11969992152890985,2023-12-06 09:13:35.683784104
5757,ecom,914956.0,0.0,0,9483,0,0,1.8121136293942814,0.07634136827615318,2023-05-08 22:19:09.165601544
7889,information_source,604025.0,0.0,0,1173,0,760,10.372418547052156,0.00908204533475368,2024-08-01 07:25:37.632083991
1912,information_source,1212101.0,370008.0,0,21172,52204,10855,-1.0,0.2075468302982121,2023-05-01 13:04:26.221174032
5465,information_source,236027.0,42458.0,0,8696,0,0,0.4381970115445596,0.03605798325775164,2024-04-27 23:01:19.595575602
4449,information_source,65882.0,2910.0,0,112,112,1078,1.219391396831422,-0.03834316757247515,2024-09-18 10:51:02.475976308
5535,information_source,2982613.0,1391108.0,0,84490,0,,4.5483461936527405,0.2584102545585014,2023-08-22 16:45:47.976710040
6934,information_source,,105145.0,0,45764,46712,8729,3.5471731044718293,0.20806786629793797,2021-01-16 00:02:11.410731840
582,information_source,131703.0,49200.0,0,12935,3337,280,2.071946584233893,0.4440819262828519,2014-10-17 14:51:43.685049472
2898,information_source,794535.0,212891.0,0,0,0,0,4.681145921877014,0.15712445454829058,2024-03-20 07:02:53.827350644
5989,ecom,7354042.0,0.0,0,311496,133490,30525,24.64732779326908,0.0702990192490965,2024-02-23 23:08:28.614772044
7186,ecom,13571070.0,,0,0,0,1898,19.18673970737147,0.3900651920584351,2023-11-13 11:15:43.701705376
5926,information_source,1133823.0,352606.0,0,52410,0,44,2.040922668161048,0.23873144629731471,2023-01-20 15:14:36.902707536
7569,information_source,177248.0,29639.0,0,3191,0,96,2.553809222097777,0.2238860514649098,2022-09-03 13:05:28.911238336
3965,information_source,985081.0,0.0,0,26923,0,335,1.5115149813210023,0.08519518958532502,2023-10-17 05:53:19.352534424
276,information_source,2229671.0,0.0,0,33630,131497,28627,9.203390416376415,0.09172349160529623,2021-11-11 02:34:19.977772752
1746,information_source,4131147.0,1071201.0,0,337010,18553,7117,2.782574138499516,0.11799983017471226,2023-11-24 02:36:54.322037512
5274,ecom,3056408.0,363543.0,354219,177778,0,NaN,-1.0,0.24585297535395556,2023-07-01 10:43:33.663451944
7129,ecom,8881378.0,8839419.0,2793366,127,258,0,0.2601362033468169,0.5588889183157494,2023-10-29 12:18:57.993707108
9781,news,542395.0,18788.0,0,18169,0,,0.052237960353811036,-0.021247654103856144,2024-07-11 00:55:43.745606451
7813,information_source,23958.0,0.0,0,113,98,811,9.908951541936379,0.009270759047304823,2024-09-09 07:35:27.468162188
4415,social,717359.0,0.0,0,0,22557,3838,13.758507971788845,-0.01915328156349026,2023-12-30 09:54:53.790797044
7527,news,69622.0,3249.0,0,10708,0,0,2.4969100965292657,0.20470389990326907,2021-08-28 10:15:58.553402256
6236,news,912923.0,11444.0,0,212631,0,2886,7.778598351958471,0.019439690964407695,2023-09-26 13:30:53.399105568
9020,porn,106861.0,0.0,0,0,0,0,54.75359203267379,0.14614823670193133,2024-02-09 11:41:44.244034304
8283,ecom,11485639.0,8580261.0,1491690,138107,0,2396,12.970738498173308,0.47839624805480135,2023-01-29 07:23:31.028500824
6255,information_source,2238022.0,1472628.0,0,25385,38879,8754,0.5252369429793367,0.21909871387252752,2023-03-08 15:17:37.166548128
6856,information_source,66363.0,3443.0,0,4489,6442,974,3.1350751406620736,0.11025023195966793,2021-07-22 01:08:29.295588736
8934,information_source,5004390.0,0.0,0,239436,0,2661,16.18900900883661,0.16885655660532162,2022-09-06 10:04:47.629467248
5860,information_source,595743.0,0.0,0,32130,39403,9547,2.566151883049285,0.08852524859484351,2022-03-12 19:35:20.128177008
2238,information_source,609586.0,169282.0,0,16252,20856,2022,5.725543776629704,0.4251311107861725,2011-03-18 22:34:29.641538944
5494,ecom,2725618.0,0.0,888291,180053,115952,25845,5.963542010963046,0.3917930673929988,2021-08-12 07:45:45.684288912
372,ecom,2802776.0,0.0,473498,79347,0,1403,3.065655684349573,0.29745856242162183,2022-12-16 08:41:28.986768192
4957,porn,2822.0,453.0,0,0,284,0,4.296545209886689,0.03522332203695411,2024-02-25 17:08:02.064139936
6386,ecom,7092072.0,2732980.0,0,147239,0,1500,9.555562929684474,0.10748550804364213,2024-05-30 01:19:13.623067760
4407,ecom,2770650.0,1253674.0,652812,85451,0,2431,-1.0,0.43122511571046734,2022-09-05 22:28:32.901446552
2062,information_source,2003399.0,289520.0,0,197514,71539,15642,6.235645165364319,0.20984482997806136,2022-02-01 13:23:08.654697408
4114,information_source,2214421.0,0.0,0,148642,58506,14523,-1.0,0.2694155222080125,2017-09-07 13:07:18.963000800
1310,ecom,5448273.0,0.0,4230610,133770,0,1749,9.022732516358161,0.6550357459165577,2023-06-07 02:36:57.578247264
632,information_source,1820592.0,0.0,0,148795,84217,17934,8.18950714691962,-0.01676932132781352,2023-10-10 05:55:38.771340148
4943,ecom,352742.0,0.0,0,26496,0,0,23.642471787877387,0.14758950763746065,2023-11-11 19:01:06.880075380
1730,information_source,305818.0,0.0,0,51765,0,580,2.4946677615798256,0.08202961214081023,2023-01-18 05:11:10.875622360
1340,information_source,464009.0,21967.0,0,40760,27297,5785,3.2739045309287778,0.19628920460596477,2020-06-19 16:10:50.288360480
1189,information_source,2795484.0,504349.0,0,96603,0,0,3.015880556985982,0.23289619686697438,2022-07-30 10:08:13.229493640
1291,ecom,11077286.0,6035240.0,4464731,215482,0,2248,50.399504660994985,0.7227086271879742,2023-09-18 23:47:35.327441576
2241,information_source,729595.0,1581.0,0,17534,0,1612,3.305260484367239,0.1070847661086963,2022-06-04 09:28:44.681544544
7752,information_source,5500645.0,1897251.0,0,78071,0,612,2.9079764828497865,0.1658213369889427,2024-02-29 17:04:50.143321792
5638,information_source,1988473.0,0.0,0,67655,8523,2048,2.586382732496425,0.26798693312655253,2019-08-25 02:18:40.478100256
3989,ecom,3367744.0,0.0,0,0,82576,16710,3.5490627678673885,0.07903424304339998,2023-09-11 14:49:04.125459564
7340,information_source,479696.0,30048.0,0,10202,5793,2012,3.4871756339598123,-0.015368652979397286,2024-05-30 06:24:44.641783350
3476,information_source,2404620.0,0.0,0,286793,0,2389,1.592989447243172,0.17577241336600416,2021-12-01 07:56:10.654595808
2796,ecom,8265246.0,6851747.0,0,58385,1455,,5.1081572430224895,0.5524026540985221,2018-11-21 06:05:31.794827552
3869,ecom,4308590.0,0.0,0,227583,0,2965,11.979690893762418,0.12140526002985327,2023-08-30 23:53:54.767699524
4756,information_source,1423173.0,216584.0,0,17954,0,1659,1.004296715185516,0.15777348680281186,2023-03-22 08:03:16.612695968
7558,ecom,16558349.0,0.0,8851781,578936,0,5042,2.0398651377667005,0.37440337512962835,2024-01-21 14:32:49.182875528
6131,information_source,1171158.0,421257.0,0,21126,0,411,4.307828801174613,0.14637074778951317,2024-03-28 16:53:18.433717848
6740,ecom,128509.0,0.0,0,1663,0,938,2.9024199457462294,-0.09160974595206933,2024-08-19 21:48:10.182127819
1885,ecom,22121158.0,0.0,0,415969,1196692,-,16.07838671089471,-0.22588946580598523,2023-05-20 10:33:28.122302392
212,information_source,3906513.0,0.0,0,40136,237549,47418,2.5630560666548083,-0.11355595107827204,2023-01-18 01:03:56.129563312
7147,information_source,2024140.0,1017600.0,0,144634,37501,7686,1.9426048609366888,0.13086369643458576,2023-12-31 00:06:14.886458676
160,information_source,3115204.0,1522737.0,0,31282,0,0,0.7219366714067326,0.3058495117894203,2021-05-29 06:58:58.939049312
5177,information_source,651459.0,0.0,0,75065,0,0,-1.0,0.17751649826929136,2021-12-30 04:44:51.530031536
9272,information_source,2300211.0,149722.0,0,92132,0,2170,1.5387276180235874,0.11212810465031706,2023-09-16 09:22:28.477937824
3973,ecom,91924.0,0.0,12705,2049,0,1619,6.451499190826419,0.05868907332562948,2024-06-22 14:59:01.367909140
348,information_source,2873970.0,303020.0,0,207538,0,,5.103515392927916,0.4004274238270596,2016-04-14 10:29:42.165287296
7712,information_source,89380.0,575.0,0,8732,0,0,8.669597949593772,0.04646692222918773,2024-03-22 00:46:53.338775976
989,news,1285536.0,10323.0,0,163573,0,1434,8.785124111879917,0.03063007789096333,2024-04-19 20:48:17.130665910
5878,information_source,2193806.0,231576.0,0,306617,73882,18539,3.9898314596579434,0.16638013587131284,2022-04-03 17:52:58.235126288
4158,ecom,1087852.0,305653.0,345607,9527,0,985,4.273261130711765,0.3241999326218875,2023-11-23 18:15:16.860037268
7220,news,1222911.0,46834.0,0,177207,0,1718,1.1217957627629738,0.27359107966267887,2018-08-26 09:05:54.874554752
1281,news,447578.0,19708.0,0,16663,17149,-,12.508866386426057,0.035306190401042686,2024-06-08 10:47:14.109533270
3127,information_source,1663887.0,697708.0,0,25793,6485,2039,5.804192045733178,0.23007243397473692,2022-11-20 03:52:30.555347728
1655,news,44870.0,246.0,0,589,0,377,12.818291736617853,0.021358588235429014,2024-09-15 13:04:38.885656336
8439,information_source,3221763.0,0.0,0,287477,0,2667,0.8376318637809654,0.1945615128930449,2020-05-02 04:06:58.546560192
9323,information_source,91263.0,0.0,0,4496,2496,762,4.094919502663734,-0.019739574662355555,2024-07-16 10:45:08.935165337
4453,ecom,16236840.0,1899276.0,0,526634,3604,4394,0.45759860221531984,0.12247381033065766,2023-05-02 00:49:49.008270464
351,social,1602542.0,0.0,0,0,0,337,17.83405424329644,-0.00114418621126053,2024-03-19 00:37:02.921632116
9907,information_source,656068.0,0.0,0,28609,0,0,8.900620277876632,0.19697502941471698,2021-12-25 21:02:07.415091840
9873,ecom,3112007.0,1057612.0,1958774,50650,30733,5729,26.859159360035274,0.920671224004289,2019-01-01 19:37:31.750206496
3756,information_source,236722.0,20457.0,0,0,0,0,0.26349933885908483,0.23334840998581777,2022-08-19 16:13:59.328476840
1512,information_source,1016115.0,,0,112235,24075,5154,4.010438608736253,-0.020626960287644023,2024-03-22 14:38:50.456053280
3,information_source,1361739.0,,0,47674,8627,1781,2.5197934280540872,0.0946366558922428,2023-06-18 17:25:13.535991032
2371,porn,585770.0,30466.0,0,0,112588,24233,16.11932342962455,-0.23327106643908876,2024-01-27 22:07:49.909264648
4271,ecom,299149.0,295682.0,175416,0,0,0,2.1374026240022492,0.9143941821791882,2020-12-11 04:54:20.150217312
9202,information_source,4598974.0,335228.0,0,163650,0,-,12.71953401274538,0.1154497214498893,2023-09-29 00:32:51.813298216
4890,information_source,3441157.0,,0,190233,4666,2625,15.541188299407054,0.24132339088499283,2023-07-14 07:53:01.411623808
8846,ecom,2575734.0,0.0,357437,25963,2876,681,-1.0,0.1036369724183179,2024-07-07 01:35:02.464368353
7184,information_source,2056641.0,0.0,0,0,0,20,0.9937762305543549,0.12617863683587838,2022-07-06 16:00:13.540191944
3891,information_source,359885.0,71260.0,0,7231,0,707,0.01867691411790857,-0.005691980318843572,2024-06-15 07:23:37.491265742
3166,ecom,,63052.0,6339795,191797,122234,28329,11.27161777603133,0.8176327986113712,2022-08-13 14:20:42.716979224
4426,news,455739.0,12311.0,0,90856,46261,,-1.0,-0.008256409299737786,2024-02-19 20:43:46.151018920
8546,ecom,420382.0,341125.0,151722,0,497,0,12.234864270792563,0.611114276506071,2023-01-25 17:04:28.659762144
1507,information_source,1113277.0,0.0,0,94514,20945,4385,2.8568480046394464,-0.014875789360618919,2024-04-12 14:33:49.217689214
1326,information_source,4771213.0,2235335.0,0,105808,170726,,0.8717980192014668,0.08620512648091377,2023-09-19 01:38:49.197248976
8988,ecom,,0.0,471050,37958,8670,-,6.214963779748983,0.5228669607189989,2024-03-29 23:49:31.967887372
6869,information_source,424556.0,127524.0,0,32006,7898,1521,0.8576952174154089,0.12788802750862757,2023-09-02 21:03:30.153266616
8263,porn,27981.0,6263.0,0,5385,2024,278,16.76156368145958,0.12674829354089429,2023-11-26 14:54:55.093909916
8024,information_source,1964703.0,204836.0,0,44172,108009,21358,1.0372202365476622,-0.10012082359307364,2024-04-21 13:49:24.597044662
4970,information_source,515667.0,86783.0,0,28171,27742,5460,0.47390121379785605,0.2863865029085156,2018-12-17 06:33:43.439450496
6529,information_source,3095439.0,1569611.0,0,125014,0,471,4.136232911999308,0.3841154716308221,2020-06-23 15:01:41.414570224
7227,information_source,850319.0,365378.0,0,62135,0,1130,13.416524956978137,0.18190509466608948,2024-02-16 06:07:20.793919560
8590,information_source,4233627.0,228599.0,0,329582,24457,8498,0.6341593407228757,0.27997844043770503,2020-02-19 04:02:26.387747392
747,ecom,5839508.0,0.0,2817139,175470,0,2737,2.247252353163151,0.3865689399073533,2023-11-26 19:47:12.271589356
1259,news,193157.0,,0,19259,0,692,-1.0,0.08593840388633847,2023-10-20 19:38:44.761583208
61,information_source,334167.0,6501.0,0,9837,16790,2892,-1.0,-0.03923290917008593,2024-05-15 19:02:33.469244928
1213,information_source,6250177.0,0.0,0,274209,62898,-,0.5076283714414231,0.19601234486075078,2020-06-24 16:45:07.607992976
411,ecom,5847817.0,1874770.0,1431596,37006,87813,16727,13.36740350040106,0.324188827791205,2024-01-17 09:33:41.524000764
4964,ecom,620514.0,92419.0,1146,28812,2012,943,4.207633533810742,0.13774125661850545,2022-09-01 21:48:43.838077992
4052,porn,189149.0,19449.0,0,0,0,0,18.696619468693676,0.13361890698809567,2023-03-29 20:01:00.461931504
7598,news,690608.0,35359.0,0,55303,99076,19468,8.107479968476833,0.12200608380957005,2020-11-14 22:35:10.495921744
4687,information_source,3516023.0,0.0,0,182583,0,2112,5.394374716129613,0.13576734287232534,2022-08-15 12:42:24.937699072
2094,social,226051.0,,0,3649,0,0,17.759757086734933,0.23564341552970386,2022-03-02 20:25:58.277114192
2760,news,85834.0,11258.0,0,6191,10339,1397,3.129929435602122,0.0022986068301750952,2023-12-26 16:23:09.236321844
8235,information_source,127323.0,5378.0,0,72,556,822,3.971239654315513,-0.04860793187616343,2024-09-12 14:35:45.630595952
3671,ecom,11073490.0,11073490.0,2038567,0,0,1113,2.673474752695353,0.4596080546147297,2023-12-22 14:09:56.980842180
4437,information_source,3663994.0,,0,539050,98734,24810,4.401611649551854,0.028768455442887603,2023-05-23 12:35:47.563459008
418,information_source,2429983.0,162649.0,0,283615,0,3379,2.4662487566461535,0.16706701279093233,2022-12-10 06:38:41.445934176
8669,information_source,173789.0,11694.0,0,12945,0,,1.7749662860496775,0.22029760017474287,2021-05-08 05:56:23.814717616
2939,ecom,3442164.0,0.0,386322,79564,60526,11863,0.3409952989077904,0.10392167082307624,2023-06-05 05:08:50.063161344
3297,ecom,434685.0,123683.0,66621,1324,0,214,3.1605807643275146,0.13286701728021968,2024-06-28 03:25:52.576773416
8234,ecom,18773022.0,4125378.0,14310294,285411,0,3139,0.5945836860117983,0.7148796124459786,2022-09-05 07:22:51.018069704
3890,news,1686274.0,201805.0,0,224893,145480,32310,1.1417212264814827,0.1754835399455031,2020-08-14 16:32:04.781630976
2727,ecom,8372180.0,2971521.0,2944686,196510,28605,8861,0.6814306136593062,0.5195189833784741,2021-09-10 09:27:32.659262992
7726,porn,50016.0,2956.0,0,4759,0,0,2.009461098047629,-0.027612976541180324,2024-04-10 20:48:00.117127342
1320,information_source,2140603.0,0.0,0,137352,96366,22010,5.271258277679429,0.11199506892572166,2021-05-14 13:59:41.273554544
5088,ecom,416546.0,8583.0,6164,1715,0,0,-1.0,-0.06290897500350426,2024-09-10 14:16:08.537879358
7013,information_source,468058.0,109276.0,0,23505,10727,913,9.159982958767506,0.26100092669841696,2022-03-12 20:49:23.305884128
4509,news,1661410.0,117765.0,0,110020,0,1388,2.0923900783576928,0.0399825455577745,2024-05-28 17:52:26.731963030
899,ecom,620369.0,209071.0,0,9057,2225,346,1.189679954377395,0.06913947426993172,2024-06-13 00:48:38.232971194
3322,information_source,914461.0,0.0,0,74523,0,81,1.5477887352338673,0.26879807846086384,2018-12-28 20:35:02.996866112
2444,ecom,4886715.0,712026.0,4238743,0,113939,,6.56250247128577,0.800058716133747,2020-07-09 11:18:51.474981648
5888,information_source,1650450.0,0.0,0,0,0,743,2.3417071536356575,0.10395919927818285,2022-07-25 16:05:06.048777328
3337,ecom,293449.0,158834.0,0,4247,0,282,1.6113336317727727,0.29019648203541815,2022-11-09 10:58:35.476255792
1665,ecom,10047691.0,3237073.0,7902439,392943,0,3284,4.146189321996085,0.8537540184275344,2022-02-21 08:06:48.541906960
1915,social,63722.0,14289.0,0,0,236,442,1.3936848349087887,0.05225339365591079,2024-03-19 20:16:50.977941248
8608,information_source,776831.0,0.0,0,11715,0,0,1.4696093369779095,-0.07631110524746695,2024-07-17 04:34:04.261756897
8713,social,585404.0,0.0,0,0,32789,6739,15.669034051840475,0.23596738392871705,2019-05-10 22:50:04.583498848
7140,ecom,18319689.0,14362528.0,10345050,243533,0,3033,3.715563018349479,0.6263330204958693,2024-03-28 20:03:53.540485652
852,ecom,3237159.0,910824.0,3237159,31938,0,,2.035013623475081,0.8063164719197398,2024-01-12 21:47:30.851600348
9063,information_source,185889.0,,0,9961,0,318,7.620430252186898,0.08923611361702433,2024-03-19 15:57:31.376447262
4088,information_source,326441.0,21091.0,0,0,0,0,0.17668652865939005,-0.048586700098664906,2024-08-27 05:52:24.143907772
2658,ecom,5863590.0,0.0,1088235,6852,152317,30114,2.381265892822179,0.16772392178620882,2023-09-17 17:50:43.828526944
5893,information_source,113909.0,0.0,0,7614,0,0,6.334012594107392,0.1383348442368952,2023-02-17 23:36:08.337878888
4100,information_source,233356.0,0.0,0,3254,0,64,0.08734584613165187,-0.09709703237841813,2024-08-11 12:38:33.754425732
7665,news,120468.0,,0,8229,0,0,4.524040151649482,0.15879359570485116,2023-02-25 08:15:03.088621656
3544,information_source,421835.0,0.0,0,22353,9098,2926,8.91292995007838,0.06574342076341597,2023-08-29 03:44:21.219264828
1337,information_source,4610497.0,2046206.0,0,0,0,0,14.163250695022287,0.3929571281978737,2020-08-31 10:44:34.043275088
5785,information_source,1097841.0,282770.0,0,31284,0,0,2.1663577862913805,0.23261488962785185,2023-01-18 08:26:57.088878520
5277,information_source,3627919.0,112582.0,0,181099,102173,22481,3.769608017354904,-0.019104718761534883,2023-07-17 21:04:28.380420280
842,ecom,14710435.0,3914502.0,11924279,465734,387565,83592,11.301208139466645,0.5827106927184073,2023-10-26 14:38:41.923236152
916,information_source,2158337.0,55265.0,0,23497,26329,5061,15.631510180125519,0.23417218389759284,2022-04-09 22:32:02.206782624
9779,ecom,9388573.0,2731755.0,4702533,302283,6815,4928,1.6180262146089917,0.527969771467661,2024-02-03 22:08:10.692183936
7596,news,1287084.0,205599.0,0,92402,172551,34541,1.4352650995888685,-0.021893629074200602,2023-03-26 09:22:24.399175512
1802,information_source,1226068.0,0.0,0,123590,0,0,8.448721126752467,0.14504490432142256,2022-12-22 04:10:36.994688560
7603,information_source,511416.0,0.0,0,24678,0,-,14.584324403848372,0.048353061369769385,2023-11-16 20:12:43.418609552
3360,information_source,884596.0,,0,74748,88788,19037,1.8039981178704134,-0.11324845198467672,2024-02-28 16:13:46.036953388
1243,ecom,2485829.0,2012576.0,689132,29403,2518,178,0.5332750085746321,0.655179103340717,2020-10-13 22:47:07.810139648
1089,news,65522.0,0.0,0,2246,0,0,0.954030496966733,-0.040580391006938256,2024-07-29 20:01:29.707788366
1041,ecom,10628810.0,0.0,231873,339933,94289,22476,16.98435559535316,0.3574071989592195,2015-11-13 08:54:50.827694496
4034,information_source,394564.0,228504.0,0,0,32,,-1.0,0.44085593781070537,2020-11-16 16:06:43.754136656
3442,ecom,13760886.0,661967.0,0,239862,0,0,15.706477088280865,0.264449169568117,2021-06-03 03:37:04.389637648
2133,information_source,2074735.0,,0,0,0,0,5.181568550614179,-0.031553071921562564,2024-05-03 11:59:04.240876324
7103,information_source,625561.0,0.0,0,45742,0,240,9.603105517917003,0.19299550835128462,2021-06-04 22:20:56.515426976
8333,news,2788313.0,0.0,0,345600,208265,46797,1.026917463292493,-0.00986388120373245,2022-07-25 18:41:17.522372144
6102,ecom,2437438.0,0.0,0,20118,0,0,4.467674939269453,0.014852560940278786,2024-03-09 17:10:08.457352926
5617,ecom,1882706.0,202001.0,0,12894,50362,10503,3.7351206739770415,0.06428851480197458,2023-12-13 02:25:10.904889240
1934,information_source,510469.0,164617.0,0,4260,15760,-,2.0209726387465157,0.05679157421615162,2024-04-27 22:39:52.381901936
2186,ecom,9460347.0,0.0,2396167,314030,242889,50910,13.418899331500787,0.20267301240456834,2023-10-13 20:53:16.966296764
1776,information_source,487632.0,0.0,0,15657,0,1190,-1.0,0.3632452807567956,2016-03-21 09:45:53.271932416
7832,ecom,2472734.0,0.0,517623,142881,42027,8371,20.5357124092866,0.267821411080703,2023-11-26 23:19:27.550434368
8167,ecom,11478681.0,6299569.0,8564343,218171,0,2793,0.24174369822578343,0.8899844664449346,2021-06-16 04:20:45.356548176
2547,information_source,2234384.0,0.0,0,0,36623,7643,1.3602747968239268,0.05774866667640212,2023-09-19 12:21:12.260290560
5386,information_source,1694365.0,555699.0,0,142664,59238,9961,6.766153130151356,0.16445765558579217,2023-02-20 17:40:53.041405328
5421,information_source,2171201.0,304265.0,0,177492,7009,2548,-1.0,0.21983491929327847,2023-01-13 04:34:36.803872832
2693,ecom,2738440.0,2378418.0,1544716,8435,0,0,1.9284691216456167,0.8668935641403791,2023-02-08 01:46:52.825021136
497,information_source,1031663.0,0.0,0,77360,26293,5930,0.1268392986729001,0.15830077203462792,2020-09-14 08:52:20.257433216
1022,porn,422033.0,1628.0,0,231820,0,1284,5.89019400591562,-0.03377381399699854,2024-01-15 09:55:23.804198416
7023,information_source,1040153.0,372181.0,0,91704,51699,11125,3.1124091603401465,0.2099220262215562,2022-07-02 05:13:34.756244416
8645,news,195024.0,6280.0,0,12639,3795,725,3.194809049186682,-0.03247415547661127,2024-07-27 12:55:08.836424102
692,ecom,3460502.0,0.0,2513915,0,0,152,16.30229688858165,0.8219898631018402,2020-09-20 01:09:38.361895680
2453,information_source,571841.0,32285.0,0,57397,0,140,0.9576453025390096,0.1533030099182821,2022-11-01 02:39:18.080466232
4608,information_source,239714.0,12126.0,0,1366,7924,2561,7.905845506229607,0.044549002510914225,2023-10-01 23:36:25.221079008
